UID	DLCL-0001	DLCL-0002	DLCL-0003	DLCL-0004	DLCL-0005	DLCL-0006	DLCL-0007	DLCL-0008	DLCL-0009	DLCL-0010	DLCL-0011	DLCL-0012	DLCL-0013	DLCL-0014	DLCL-0015	DLCL-0016	DLCL-0017	DLCL-0018	DLCL-0020	DLCL-0021	DLCL-0023	DLCL-0024	DLCL-0025	DLCL-0026	DLCL-0027	DLCL-0028	DLCL-0029	DLCL-0030	DLCL-0031	DLCL-0032	DLCL-0033	DLCL-0034	DLCL-0036	DLCL-0037	DLCL-0039	DLCL-0040	DLCL-0041	DLCL-0042	DLCL-0048	DLCL-0049
13531	-0.862	0.058	-1.04	-1.61	-0.6985	0.807	-2.284	NA	-0.25	-1.43	-1.5625	-0.415	1	1.415	-0.08	NA	-0.37	-2.524	-1.996	1.059	0.6315	0.405	-0.3875	0.8385	0.451	-0.52	-2.429	1	1.415	-1.11	0.2085	0.138	1.065	0.07	0.4	0.29	0.62	NA	0.678	-4.087
13532	NA	-0.787	-0.093	1.264	0.641	-0.354	0.25	-4	0.863	1.104	0.921	-0.485	NA	2.208	0.2155	NA	-1.37	0.002	-0.79	0.644	2.7645	NA	0.84	2.2515	3.807	0.32	0.225	-0.263	-1.7925	-0.196	1.37	1.392	-0.96	2.38	-0.54	-0.03	0.66	-1.311	NA	0.28
13533	-1.115	0.2085	0.29	-1.473	-0.2855	NA	-0.9605	NA	0.7985	-0.7165	-0.735	-0.447	NA	3.248	0.4165	1.16	-1.07	-1.837	NA	0.841	2.6835	1.585	-0.1075	-0.26	1.7465	-1.24	-1.234	0.387	0.663	NA	0.401	0.059	0.12	-0.4	-0.36	0.09	0.18	NA	-1.848	NA
13534	NA	1.4505	-0.856	-0.795	0.745	-0.485	0.4115	-0.152	-0.3	-0.3355	1.7735	-1.585	1.519	3.205	1.2885	0.598	2.09	-1.097	-0.527	0.102	1.4515	NA	-0.4175	-1.2115	2.322	0.81	0.321	0.2765	0	-0.041	0.9865	0.363	1.9	0.33	0.36	0.54	-0.32	-1.248	NA	0.778
13535	1.415	1.547	0.383	-1.416	0.4185	-2.391	-0.412	NA	0.392	-0.4625	1.222	NA	0.612	-0.769	1.2	-0.126	-0.11	0.573	NA	2.217	1.1445	1.459	-0.831	0.67	1.193	-0.97	0.488	0.142	3	-0.5625	2.0725	0.893	-0.015	-0.21	0.13	0.07	0.53	NA	1	0.363
13536	NA	0.542	0.348	-1.473	-0.242	1.874	0.8635	0.322	0.0355	0.3435	1.9385	-1.222	-0.138	3.03	-2.0085	NA	0.21	0.52	-1.275	-1	4.248	0.522	-0.4075	0.04	0.8685	0.59	-1.4865	1.2865	-1.161	0.5925	-0.04	-0.0565	0.435	0.36	-0.42	-0.45	-0.13	-1.002	NA	NA
13537	-1.218	-0.4535	0.856	-0.03	-0.109	-0.513	0.503	0.124	0.0085	-0.311	-1.3215	0.035	-0.257	-0.282	-0.3785	-0.598	0.681	0.079	-0.452	0.265	-0.804	-0.0345	0.421	-1.1095	-0.822	-0.146	-0.1275	0.219	0.155	-0.099	0.717	-0.352	0.18	-1.378	-0.01	0.388	0.399	0.605	0.063	-0.269
13538	-0.762	0.058	0.552	0.522	-0.6545	-0.465	0.945	0.486	-0.6745	0.458	-0.9085	-0.125	-0.296	-0.011	-0.6165	-0.375	1.829	-0.077	-0.312	0.728	-0.7345	-0.2305	0.563	-0.664	-0.797	0.5655	-0.259	0.273	0.368	0.1285	0.102	-0.297	0.4925	-0.338	-0.126	0.488	0.001	0.972	0.202	-0.054
13539	0.385	0.147	-0.609	-0.306	0.3625	0.668	-0.035	0.045	-0.184	0.54	-0.39	0.634	0.727	1.33	1.327	0.451	0.035	-0.693	0.402	NA	1.2775	0.875	-0.1325	-0.307	0.479	-0.02	0.6505	-0.1555	0.399	0.207	0.2385	0.4475	-1.395	-1.4	-0.351	-0.067	-0.01	-0.307	0.853	-0.369
13540	NA	-0.9235	-0.52	-0.517	-0.337	0.009	-0.348	-0.223	-0.8935	-1.1425	-0.523	-0.447	-0.3	-0.155	-0.778	-0.282	-1.659	-0.891	-1.22	-1.576	-0.7665	-0.7815	-0.285	-0.3225	0.1395	-0.3145	-0.422	-0.3885	-0.3825	-0.0355	-0.09	-0.244	-0.177	-0.94	-0.863	-0.956	-0.244	-0.77	-0.61	-0.652
13541	1.646	0.4995	0.287	0.435	1.385	0.644	0.5115	1.53	1.21	0.495	0.0905	1.564	1.395	-1.204	1.208	0.894	-0.346	1.279	0.677	NA	1.31	1.112	0.353	0.6835	0.0185	0.2085	1.661	1.2345	0.91	1.0585	0.448	0.6975	1.7365	-0.756	0.88	0.391	0.679	-0.642	1.122	1.585
13542	NA	-0.104	-0.29	-0.183	0.795	0.143	-0.424	0.509	-0.809	-0.312	-0.455	0.252	-2.585	1.172	0.983	-0.497	-1.303	-0.396	0.405	0.572	0.202	0.581	0.5245	0.645	1.408	0.067	0.0085	-0.2685	-0.058	0.1525	-0.2785	0.128	0.3255	-1.326	-0.191	-3.07	1.112	-0.67	-0.493	-0.515
13543	-0.14	0.152	0.017	-0.08	0.4155	0.48	-0.276	0.125	0.28	0.347	-0.138	0.326	0.344	-1.234	0.4415	0.068	-0.572	0.001	0.073	NA	0.7175	0.6065	0.388	-0.3065	0.2195	-0.1915	-0.15	0.04	-0.061	-0.218	-0.7715	0.1175	-0.344	-2.029	-0.164	0.057	-0.175	-0.195	0.313	0.308
13544	-0.832	-0.2305	-0.13	-0.57	-1.089	0.104	0.4845	0.188	-0.042	-0.4	0.073	-0.218	-0.197	-0.463	-0.747	-0.363	-0.657	-0.689	0.098	-0.641	-0.4615	-0.247	0.2145	-0.7425	-1.0555	0.171	-0.4515	-0.039	-0.3465	0.2055	-0.601	-0.2195	0.9105	-0.878	-0.62	-0.734	-0.164	0.728	-0.497	-0.419
13545	0.4	-0.4575	0.708	-0.354	-0.228	0.368	0.1465	-0.954	-0.505	-0.0315	-0.3475	0.155	-0.425	-1.82	-0.3545	0.323	-0.945	0.555	-0.274	0.693	-0.522	-1.251	-0.7015	-0.616	0.138	-0.917	-0.051	-0.9135	-0.054	-0.3955	-0.1745	0.306	-0.8415	-2.559	-0.775	-0.15	0.1	-0.5	0.452	-0.795
13546	-1.439	0.4985	-0.084	-0.161	-0.6645	0.169	0.4385	0.29	-0.594	-0.126	-0.5665	0.148	-0.249	-0.385	-0.052	-0.118	-0.565	-0.159	-0.387	-0.445	-0.2105	0.0205	0.4455	-0.0905	0.036	0.0815	-0.2925	-0.1905	-0.184	-0.0415	-0.6055	-0.135	-0.01	-0.602	-0.227	-0.401	0.053	-0.592	-0.129	-0.035
13547	1.057	-0.0545	-1.474	-0.426	1.0885	0.49	-0.1735	-0.695	-0.0895	0.486	0.1625	0.206	0.515	-3.615	0.454	-0.093	-0.585	-0.079	0.049	NA	0.92	0.7535	0.063	0.6485	0	-0.2795	0.19	-0.2725	0.001	-0.1775	-0.167	0.336	-0.4635	-1.779	-0.14	-0.115	0.377	-0.334	1.023	0.771
13548	1.376	1.889	-0.605	-1.028	0.2895	0.704	-0.9285	1.081	-0.131	0.992	1.01	0.148	0.157	0	0.8295	0.074	-1.682	0.05	0.936	-1.695	0.2215	-0.2815	-0.0445	1.047	0.164	-0.0275	-0.738	0.53	-0.2865	0.5015	1.2455	0.79	-0.97	0.774	1.302	-0.134	-0.681	-1.996	0.553	0.215
13549	0.551	-0.134	1.218	-0.083	-0.6305	-0.339	0.637	0.776	-0.653	0.796	0.0175	0.073	-0.038	-0.002	0.8245	-0.164	1.931	0.847	-0.1	1.981	0.098	-0.2915	-0.069	-0.3855	0.2145	0.2	-0.002	-0.182	0.107	-0.103	0.581	-0.272	-0.2575	0.484	-0.293	0.258	-0.444	0.59	0.738	-0.259
13550	0.737	0.1495	0.324	-0.089	0.4915	0.174	-0.3525	-0.019	0.4065	-0.1275	0.153	0.186	0.211	0.804	1.1265	0.978	-0.157	0.792	0.612	0.29	0.3535	0.995	0.174	0.416	1.028	0.2825	0.083	-0.148	-0.018	0.171	-0.073	0.4375	1.9225	0.055	0.216	0.087	1.68	-1.14	-1.451	0.042
13551	1.614	0.318	0.329	0.02	2.284	0.941	1.3525	0.941	-0.0015	0.6895	2.057	NA	1.318	0.573	0.652	1.181	0.144	0.713	0.54	1.862	0.291	-0.9705	0.189	0.73	0.107	-0.648	-0.92	-0.4085	0.608	0.4115	1.353	-0.295	0.687	-0.113	-1.045	-0.577	-0.197	0.137	-0.032	-0.722
13552	-1.95	-1.1435	-0.672	-0.768	-0.518	-0.694	-0.0835	-0.932	-0.4585	-1.334	-0.712	-0.26	-3.602	-0.249	-0.5	-0.627	-1.318	-0.736	-1.114	-0.567	-0.527	-0.699	-0.64	-0.7085	0.015	-0.115	-0.6495	-0.714	0.088	-0.486	-1.117	-0.443	-0.267	-1.106	-0.871	-0.916	0.473	-0.837	-1.312	-0.969
13553	-0.452	-0.271	0.145	0.34	-0.2005	0.372	0.7605	-0.236	0.2625	-2.375	0.9805	-1.236	-0.55	-0.163	-1.3195	-0.328	-0.996	-0.829	-0.305	-0.167	-0.6775	-1.114	-0.5685	-0.9435	-0.3925	-0.621	0.26	0.3845	0.664	0.82	0.734	0.1805	-0.268	0.386	0.253	-0.775	-0.285	0.57	-0.266	-0.357
13554	-0.403	-1.5955	-1.608	-0.099	-0.3625	-0.596	-0.865	0.232	0.1815	-1.219	-0.7115	-1.534	-1.573	-1.139	0.62	0.06	-1.816	-0.615	-0.36	-1.154	0.035	-1.109	-1.293	-0.865	-0.573	-0.446	-0.2255	-1.0055	-1.123	-0.6755	-0.4365	1.088	-0.6665	-1.363	-1.29	-2.048	0.269	-0.646	0	-0.959
13555	-0.248	-0.5295	-0.929	-0.656	-0.28	-0.16	-0.2105	-0.459	-0.2635	-0.6115	-0.329	NA	-0.951	-0.699	-1	-0.637	0.105	-0.927	-1.108	0.097	-0.9775	-0.845	-0.4635	-0.4385	-0.5975	-0.9275	-0.396	-0.9575	-0.316	-0.6325	-0.2785	-0.4405	-0.0855	-1.526	-1.834	-1.458	-0.137	0.342	-0.55	-0.255
13556	1.146	-0.787	2.606	1.847	-0.7435	2.416	0.457	1.388	-0.191	1.1975	1.512	1.378	-2.877	-3.174	0.07	-1.012	-1.066	0.215	-0.076	0.528	0.156	0.4175	0.5745	-0.947	-0.942	0.999	0.1855	1.9515	0.133	0.5555	-1.831	1.065	1.072	0.718	-0.711	-1.027	0.798	-0.43	-1.36	0
13557	1.051	0.3505	0.502	0.084	0.7345	0.655	0.0865	0.867	0.389	-0.357	-0.3865	NA	0.432	0.249	0.1145	0.472	0.921	0.698	0.565	1.224	0.587	0.533	-1.071	0.574	0.599	-0.0435	0.386	0.631	0.752	0.711	0.1085	0.4085	0.2835	-0.178	-0.264	0.382	0.396	-0.089	0.973	1.25
13558	-1.162	-1.0015	-0.547	-0.446	0.7515	-0.521	0.027	-0.152	0.8555	-0.41	0.1265	0	-0.946	0.385	-0.088	-0.005	-1.822	-0.379	-0.144	-2.138	0.3005	0.238	-0.0905	0.1515	-1.641	-0.1025	-0.1205	-0.088	-0.059	0.0095	-0.592	-0.023	1.6025	-1.059	-0.999	-0.503	1.212	-1.943	-0.087	0.3
13559	-0.089	-0.36	-0.075	-0.575	0.017	-0.293	-0.1175	-0.047	0.1225	-1.687	0.1435	NA	-0.018	-0.118	-0.548	-0.354	-0.425	-0.59	-0.794	0.783	-0.108	-0.3475	-0.2325	0.03	0.1195	-0.606	-0.0095	-0.319	0.4085	-0.28	-0.276	-0.132	-0.5815	-0.73	-0.761	0.115	0.234	-0.796	-0.066	0.204
13560	-1.372	-0.278	-0.286	-0.455	-0.3535	-0.647	-0.4845	-0.319	0.0885	-0.641	-1.037	-0.41	-0.629	0.419	-0.1815	-0.36	-1.581	-0.878	-0.753	-0.752	-0.081	-0.1215	-0.432	-0.3395	-0.2875	-0.3365	-0.451	-0.397	-0.049	-0.2605	-0.9745	0.178	0.237	-0.833	-1.199	-0.907	0.39	-0.896	-0.713	-0.42
13561	-3.585	0.1415	0.041	0.286	1.1035	0.658	0.0765	-0.249	2.2235	-0.535	0.554	0.316	1.746	0.603	0.263	-0.297	-0.694	-0.17	0.201	0.518	0.673	1.0115	-0.478	1.0145	0.85	-0.1525	0.185	0.2005	0.5285	0.0525	-0.1125	0.032	-0.1485	-1.593	1.078	0.794	0.881	-1.05	0.605	0.722
13562	-0.974	-0.786	-0.296	-0.772	-0.296	-0.56	-0.295	-0.747	-0.293	-0.069	0.2995	-0.196	NA	-0.407	1.0595	-1.144	-2.067	-0.489	-0.607	-2.123	0.098	0.0625	-0.2485	-0.413	0.247	0.0205	0.6475	-0.1665	-0.214	-0.197	0.0675	0.111	0.18	-0.03	-0.291	0.398	0.237	-1.246	-0.564	-0.166
13563	0.527	-0.4375	-0.11	-0.079	-0.0395	0.064	-0.132	0.256	-0.512	-0.4995	0.572	-0.257	0.347	-0.054	0.7005	-1.193	-1.353	-0.516	0.201	-0.129	0.0905	0.3615	0.251	0.108	0.193	-0.1315	0.7925	0.1765	0.108	-0.122	0.0545	0.4095	-0.013	-1.783	-0.337	0.868	0.149	-0.796	0.922	0.022
13564	NA	-0.4095	0.531	0.068	-0.37	0.276	-1.4775	-0.485	-0.9545	1.786	-1.083	-0.7	NA	0.771	-0.3755	-0.01	-1.391	-0.235	-0.165	NA	1.523	2.9275	0.061	0.481	0.939	0	NA	0.4255	-0.1065	-0.149	-0.2925	0.0265	0.1425	0.1	0.108	0.233	-0.087	-0.722	NA	-0.363
13565	-0.807	0.28	-0.263	0.276	0.739	0.043	-0.959	2.28	0.86	0.207	-0.076	NA	2.595	0.937	-0.1825	1.423	0.135	-0.377	0.517	-0.444	0.703	0.766	-0.05	0.062	0.773	-0.3255	1.236	0.4095	0.02	0.679	0.2735	0.421	-0.2515	-1.426	0.014	-0.19	-0.194	-1.603	NA	-0.138
13566	0.468	-0.143	-0.83	-0.487	-0.197	0.13	-1.3445	-0.711	-0.51	2.255	0.0125	0.621	NA	-0.531	0.195	-0.085	-0.097	0.388	-0.752	1.005	0.227	-0.139	-0.6165	-0.081	-0.0975	-0.121	0.062	-0.3605	-1.0395	0.333	-0.6935	-0.842	-0.703	-0.545	-0.969	-0.505	-0.634	-1.303	0.76	0.515
13567	-1.1	0.0005	-0.177	-1.094	1.1255	-0.885	-0.779	NA	1.1915	-3.168	-0.733	NA	1.934	0.433	-0.0535	-0.273	-0.019	-0.109	-0.645	-1.503	1.593	0.061	-0.662	0.1885	-0.716	-0.378	-0.222	0.3765	-0.086	-0.3975	0.0485	0.126	-0.1765	-2.663	-0.233	-0.151	-0.632	-0.574	NA	0.469
13568	-0.208	-0.768	-0.287	-0.974	-1.089	-0.243	0.246	-0.785	-0.79	-1.29	-0.8595	-0.138	NA	-0.041	0.762	-1.128	-3.004	-1.053	-0.624	0.353	0.2845	0.077	0.754	0.1655	-0.068	0.0305	-0.2545	0.16	0.649	-0.39	-0.402	-0.5615	1.438	-0.789	-0.855	-0.473	-0.144	-1.144	-0.126	-1.087
13569	-0.118	-1.678	-1.868	-1.349	-1.9615	-1.434	0.125	-0.046	-1.9265	-1.9395	-1.9975	-0.98	-2.555	-2.129	-1.3245	-1.139	-1.83	-1.067	-1.522	-0.254	-1.8245	-1.1575	-1.066	-1.731	-1.6885	-1.283	-0.314	-0.715	-0.5565	-1.1695	-0.8545	-1.334	-1.1875	-3.423	-1.747	-0.41	0.394	-0.878	-1.432	-1.943
13570	0.358	-0.6305	-0.781	-0.639	-0.2365	-0.982	-1.385	-0.518	-1.4135	-1.733	-1.3845	-0.156	NA	0.133	0.9415	0.16	-2.129	0.038	-0.917	-0.415	0.396	-0.2395	0.108	0.246	0.0895	0.2485	-0.0625	-0.28	-0.595	-0.5095	-0.7675	-0.5785	-0.438	-0.731	-0.783	-0.381	0.58	-0.796	-0.485	-0.1
13571	-0.053	-1.142	-1.445	-0.482	-0.579	-1.287	-1.364	0.399	0.1345	-1.031	-0.9385	-1.646	-3.14	-0.88	-0.747	-0.704	-2.19	-1.245	-0.94	-0.98	-0.038	-0.4975	NA	-0.9965	-0.9025	-1.6935	0.7235	-0.0195	-0.2075	0.7055	0.2745	0.4465	-0.658	-1.077	-1.477	-0.986	-0.683	-0.778	-0.501	-0.841
13572	1.112	0.1345	0.408	0.007	0.374	-0.012	0.102	-0.039	0.0565	1.727	0.247	0.016	NA	0.778	0.9365	-0.201	0.965	0.276	-0.915	0.298	0.862	0.45	0.375	0.8625	0.51	0.775	0.2365	0.5425	0.265	0.3655	-0.486	-0.1195	0.427	-0.178	0.144	-0.144	0.111	-0.018	0.677	0.768
13573	1.328	0.818	1.162	0.729	1.466	0.643	1.0545	0.949	1.0025	0.513	1.337	NA	1.259	1.066	0.973	0.686	1.985	1.374	0.41	0.979	1.568	1.526	0.973	2.285	1.2655	1.069	1.143	1.835	1.2185	1.218	0.1015	0.24	1.152	-0.324	0.58	1	0.439	-0.56	1.602	1.204
13574	-0.212	-1.1505	1.155	-0.058	0.349	-0.322	0.29	-0.652	0.4215	1.9275	-0.0925	-0.281	-1.974	0.27	-0.2235	-0.508	-0.685	-1.008	-0.579	NA	0.906	1.059	-0.299	0.4935	0.541	0.147	0.806	0.2315	0.3365	1.1565	1.5145	3.2785	-0.313	1.699	-0.221	-0.328	0.263	-1.381	-1.336	-0.531
13575	-0.089	-0.01	-0.363	0.294	-0.464	0.432	0.3135	-0.451	0.6315	0.712	0.645	NA	-0.911	0.347	-0.6625	-0.472	-0.248	-0.926	-0.45	0.367	0.229	0.0875	-0.181	-0.0615	0	0.548	0.1185	-0.3575	-0.3865	-0.5895	-0.3945	-0.306	0.782	-1.801	-0.403	4.195	-0.439	-0.674	0.345	0.117
13576	-0.794	-1.6975	-1.22	-0.699	-1.338	-0.644	-0.7415	-0.603	-0.171	-2.783	-1.1205	-0.359	-1.316	-1.891	-0.92	-1.54	-1.325	-0.601	-0.79	-1.997	-1.284	-0.8015	-1.1975	-1.222	-1.6315	-0.56	-0.6975	-0.63	-0.6805	-0.6335	0.1525	-1.1175	-0.15	-0.437	-1.175	-1.118	-0.877	-0.153	-1.213	-1.524
13577	0.024	0.0295	0.567	-0.132	-0.4125	-0.262	-0.099	0.377	-0.885	0.6505	-0.3005	NA	-0.009	0.414	0.4315	-0.084	1.51	-0.099	-0.479	0.986	0.5015	0.3075	-0.092	-0.337	0.488	0.5245	-0.804	0.4165	-0.069	0.149	-0.06	0.1755	0.642	0.039	0.306	1.115	-0.697	-0.771	0.755	-0.055
13578	-2.807	-2.1635	-0.369	0.72	0.072	-0.197	-0.433	-0.951	-0.463	-0.7105	0.913	-2	NA	0.122	-0.4835	-3.513	-0.681	0.421	-0.33	NA	0.8215	0.641	-0.048	-0.4935	1.3185	-0.913	-0.5065	0	0.384	-0.1205	0.3675	-0.3075	1.4185	0.808	-1.159	-0.276	0.206	-0.796	-0.907	-1.222
13579	-0.229	-0.124	-0.174	-0.697	0.019	0.216	0.1865	-0.618	-0.3765	-1.6545	-0.337	NA	-0.494	-0.302	-0.827	-0.49	-1.358	-1.228	-1.246	0.24	0.3275	-0.2865	-1.241	-0.116	0.0795	-1.21	-0.6795	-0.2265	-0.199	-0.1865	0.5305	-0.8485	0.553	-1.081	-1.324	-0.721	-0.635	-1.666	0.167	-0.877
13580	-0.318	-0.889	0.111	0.532	-0.077	-0.731	0.583	0.408	-0.379	1.237	0.23	0.764	-1.536	-0.97	-0.6695	-0.955	-1.106	0.653	-0.58	1.882	-0.33	-1.136	-0.3265	-0.059	-1.0585	-0.4585	-0.0535	0.1425	-0.2235	-0.6045	-1.177	1.474	-0.122	0.992	0.691	-0.379	1.094	-0.332	-0.328	0.236
13581	-0.427	0.068	0.797	1.56	-1.4355	0.349	1.042	0.507	0.1325	-0.112	0.239	NA	-1.65	0.868	-0.733	-0.052	0.091	-0.433	0.129	0.574	-0.999	0.1895	1.2185	-0.2145	0.158	0.6755	1.556	1.8095	2.272	0.8035	0.5935	1.276	0.8685	-0.091	0.188	0.9	-0.813	1.949	0.749	0.811
13582	-3.242	-2.236	-1.92	-0.819	-1.0115	-0.614	-0.716	-1.967	-0.8025	-2.817	-1.7375	-1.249	-7.877	-1.28	-1.772	-1.796	-0.647	-1.816	-1.674	-1.563	-1.0015	-1.1075	-1.4405	-1.1205	-1.111	-0.245	-0.4995	-1.4175	-0.331	-0.554	-0.5755	-0.061	-0.611	-2.033	-1.048	-1.031	-0.838	0.311	-1.226	-2.303
13583	0.818	0.646	0.799	-0.013	0.881	0.426	0.9655	-0.031	0.218	0.204	1.0425	NA	3.487	NA	0.3945	0.309	1.158	-0.03	-0.383	1.085	0.7795	1.159	0.691	1.3445	1.1115	0.6245	0.4965	0.238	1.0045	0.0725	0.066	-0.289	1.7885	-0.28	0.746	0.229	0	0.473	0.461	1.752
13584	0.648	1.6095	0.81	1.038	0.09	0.95	1.906	0.305	-0.304	0.9645	0.7775	1.976	0.901	0.172	1.0025	0.868	1.083	0.547	1.39	0.349	1.089	1.2965	0.678	1.5965	0.975	1.005	0.9845	0.8475	1.2585	0.852	0.867	0.277	0.87	0.45	0.175	0.815	-0.446	-0.243	1.09	0
13585	0.921	0.099	0.724	-0.373	1.1435	0.124	0.3425	0.515	-0.0475	-0.238	-1.896	1.7	-0.129	0.935	-0.3155	-3.47	0.223	-0.77	0.09	1.059	1.718	0.708	-0.0675	0.7975	2.041	0.149	-0.704	-0.2645	-0.2815	-0.2925	-0.1225	-0.0145	-0.511	-2.073	-0.034	0.18	-0.667	-0.933	0.459	0.061
13586	NA	-0.4395	-0.868	-0.405	-0.308	-0.201	-0.5235	0.071	0.127	-0.121	-0.584	0.233	0.16	0.138	1.159	-0.195	-3.009	-0.65	-0.319	-1.89	-0.0595	-0.0695	0.4185	-0.0685	0.333	0.3265	-0.4455	-0.403	-0.304	0.051	-0.778	-0.0295	-0.6885	-0.49	-0.001	-0.257	0.215	-1.456	-0.392	-0.313
13587	0.748	-0.3965	-3.179	-0.368	0.19	0.411	0.2835	-0.997	0.007	0.323	-0.03	0.568	0.871	0.566	0.467	-0.063	-0.809	-0.075	0.075	0.011	0.6295	0.054	0.0305	0.276	0.4885	-0.4055	0.0905	-0.542	0.09	-0.0855	0.2585	0.191	0.1015	-2.194	-0.243	-0.177	0.59	-0.655	-0.143	-0.375
13588	-1.495	-0.6605	-0.242	0.255	-0.783	0.217	0.993	0.863	-1.5465	0.0145	-2.0995	0.071	-0.522	-0.588	-0.226	-0.723	1.048	0.102	-0.998	1.819	-0.302	0.211	0.427	-0.372	-0.4055	0.7865	-0.31	0.1	0.2645	0.2025	-0.5725	-1.0785	0.3425	0.728	-1.051	0.166	0.131	0.698	-0.673	-0.388
13589	3.446	-0.283	0.686	-0.473	-0.494	0.22	0.648	1.348	0.678	0.3045	-1.652	0.1	1.024	NA	0.1195	-1.095	0.016	-0.197	0.21	1.951	0.9005	-0.6835	0.2305	0.9205	0.456	0.1505	-2.3365	-0.386	0.3075	-0.1195	-0.156	0.0405	0.3105	-2.085	-0.157	0.376	-0.565	-1.603	0.943	-0.675
13590	0.067	-2.2325	-0.819	-0.776	-0.6005	-0.745	-1.342	-0.297	-1.1	-0.906	-0.877	0.336	0.525	-0.469	-1	-0.935	-1.245	-0.473	-0.874	-0.048	-0.2545	-0.075	0.174	-0.0885	0.1485	-0.635	0.083	-0.791	-0.721	-0.1745	-0.517	0.4175	0.6105	-0.709	-0.661	-0.496	-0.605	-4.069	-1	-0.637
13591	0.853	0.1345	-1.049	-0.143	0.656	0.492	0.537	0.405	0.768	2.448	0.72	0.608	1.024	-0.011	0.946	0.61	0.203	0.425	0.386	0.577	0.787	0.992	-1.2565	0.859	1.091	0.477	0.417	-0.3295	0.4155	0.218	0.359	1.347	-1.1345	-1.463	0.141	0.507	0.346	0.001	0.314	0.07
13592	-0.651	-0.514	-1.245	-0.092	-0.5005	0.423	-0.112	-0.163	-0.1245	0.0025	0.721	-0.142	0.201	-0.229	0.2515	-0.166	-0.354	0.12	-0.142	-0.411	0.026	-0.1445	0.2035	0.174	-0.025	0.399	0.1095	-0.089	0.1525	-0.024	0.106	0.734	-0.0695	-0.631	-0.103	-0.436	0.306	-0.672	-0.246	-0.202
13593	-0.191	-0.1315	-0.888	0.708	-0.071	0.089	0.679	0.744	0.0025	0.468	-0.0775	0.642	0.266	1.11	0.9175	0.114	-0.572	0.041	0.077	0.711	-0.0695	0.124	-0.1125	0.1975	1.6735	0.275	0.83	0.7245	1.024	0.171	0.0745	0.9455	0.152	-1.327	0.227	0.4	0.394	0.895	0.274	0.029
13594	NA	-0.576	-0.31	0.037	0.365	0.081	0.0915	0.058	0.1265	-0.123	-0.6355	0.363	0.727	0.341	1.823	0.426	-2.231	-0.035	0.094	-0.035	0.476	0.561	0.5685	-0.0025	0.1775	0.3735	-0.1295	-0.3585	-0.066	0.0635	-2.5145	0.3115	-0.075	-0.377	-1.056	0	0.435	-0.529	-0.158	-0.329
13595	-0.685	-0.1475	-0.732	-0.055	-0.8435	0.162	0.2825	0.446	1.41	-0.462	-2.189	0.355	-0.265	0.469	-0.7455	-0.71	NA	-0.336	-0.407	0.562	-0.3325	-0.118	0.052	-0.9225	0.0855	-0.0805	-0.516	-0.296	-0.129	-0.3195	-0.905	0.0895	0.3705	-2.985	-0.768	0.014	0.084	-0.233	-0.59	-0.742
13596	NA	-0.8175	0.864	-0.21	0.41	-0.099	-1.103	-0.15	0.613	-0.111	-0.214	0.291	0.511	0.022	0.544	-0.151	-1.563	-0.159	-0.262	NA	0.2925	0.0505	0.716	0.369	0.469	0.305	-0.1245	-0.3495	0.0355	0.0865	-1.482	0.13	-0.01	-0.441	-0.606	-1.248	0.985	-1.243	-0.276	-0.166
13597	-0.93	-0.279	-0.106	-0.085	-0.5095	-0.326	0.538	0.156	0.0855	-0.469	-0.1535	NA	-0.021	-0.117	-1.1535	-0.672	0.233	-1.052	-0.298	0.036	0.0485	-0.223	0.0295	0.3595	0.1845	-0.4515	0.1415	0.502	0.5445	0.5995	0.6035	-0.097	-0.091	-0.164	-0.249	-0.12	-0.215	0.958	-0.257	0.103
13598	-0.073	-0.912	0.227	-0.376	0.2375	-0.429	-1.0535	-0.551	0.222	-0.7345	0.037	0.258	-0.485	-0.073	0.306	0.3	0.022	-0.19	0.046	0.585	0.335	0.6375	0.494	0.3035	0.412	0.391	-0.2415	-0.193	0.1905	0.2565	-1.246	0.0795	1.6675	0.432	-0.278	-0.142	0.987	-1.211	-0.599	-0.2
13599	1.115	-0.0105	0.714	-0.087	-0.1325	0.45	0.454	1	0.421	0.7195	0.9505	NA	0.046	0.53	0.645	0.495	-0.568	0.953	0.451	1.232	0.8815	0.42	-0.398	0.7295	0.9135	-0.232	0.107	0.5395	0.1555	0.2725	0.035	0.154	0.872	0.574	-0.668	0.123	0.408	-0.086	0.499	0.253
13600	0.012	-1.717	0.214	-0.166	0.492	-0.193	-0.0025	0.164	0.1485	-0.2815	-0.408	0.158	-1.19	0.619	-0.1475	-0.108	-0.939	0.128	-0.144	-0.181	0.4505	0.845	0.3225	0.1815	0.9215	0.3425	-0.243	-0.439	0.002	0.0175	-0.7005	-0.1165	0.69	-0.612	-0.791	-0.424	0.865	-1.226	-0.479	-0.527
13601	0.097	-0.108	0.051	0.098	-0.6865	0.192	0.665	0.301	0.1225	-0.2375	-0.0175	NA	0.519	-0.059	-0.3285	0.342	0.817	-0.11	-0.075	0.945	0.459	-0.151	0.2895	0.9685	0.603	-0.365	-0.096	0.252	0.3305	-0.0785	0.25	0.4315	0.0235	-0.12	-0.24	0.014	-0.049	0.865	0.013	-0.058
