"","Description","Symbol","pvalue","Pval.Test","fold","Fold.Test"
"1431056_a_at","lipoprotein lipase","Lpl",1.42572844525996e-05,TRUE,-1.34332675318729,TRUE
"1431066_at","fucosyltransferase 11","Fut11",1.06416039589143e-05,TRUE,-1.45477614064931,TRUE
"1431067_at","transcription elongation factor A (SII) N-terminal and central domain containing 2","Tceanc2",5.37779676622072e-07,TRUE,1.27598959481784,TRUE
"1431068_at","required for meiotic nuclear division 5 homolog A (S. cerevisiae)","Rmnd5a",5.17465271661666e-06,TRUE,-1.45756544555091,TRUE
"1431085_a_at","protein-L-isoaspartate (D-aspartate) O-methyltransferase 1","Pcmt1",0.000210586644082187,TRUE,1.61973137102531,TRUE
"1431086_s_at","protein-L-isoaspartate (D-aspartate) O-methyltransferase 1","Pcmt1",4.42742605697074e-10,TRUE,2.35576717628621,TRUE
"1431087_at","SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)","Spc24",2.88781090798968e-11,TRUE,1.98242313829672,TRUE
"1431096_at","integrator complex subunit 8","Ints8",0.00178157634974061,TRUE,-1.12857759896088,TRUE
"1431098_at","CAP-GLY domain containing linker protein 1","Clip1",4.24815758371022e-05,TRUE,-1.37940900369161,TRUE
"1431105_a_at","transmembrane protein 33","Tmem33",0.000365271869164674,TRUE,1.62922106069133,TRUE
"1431106_a_at","RIKEN cDNA 9530053H05 gene","9530053H05Rik",0.00333822975754316,TRUE,-1.00358014557578,TRUE
"1431110_at","plexin domain containing 2","Plxdc2",4.64770161495932e-06,TRUE,2.02032071930699,TRUE
"1431113_at","RNA binding motif protein 4B","Rbm4b",0.00223743702828467,TRUE,1.16920453491351,TRUE
"1431119_at","DnaJ (Hsp40) related, subfamily B, member 13","Dnajb13",0.000474962754457341,TRUE,1.95930866232364,TRUE
"1431121_at","angiomotin-like 1","Amotl1",0.00935456778310464,TRUE,1.22141735592052,TRUE
"1431122_at","armadillo repeat containing 9","Armc9",0.00464119050402547,TRUE,-1.49648839814688,TRUE
"1431125_a_at","threonyl-tRNA synthetase 2, mitochondrial (putative)","Tars2",4.89740968650205e-08,TRUE,1.95861862814798,TRUE
"1431126_a_at","RIKEN cDNA 0610011F06 gene","0610011F06Rik",0.00405470389907947,TRUE,2.43236909511355,TRUE
"1431131_s_at","RIKEN cDNA A630007B06 gene","A630007B06Rik",1.47605430209765e-05,TRUE,-1.05841718927426,TRUE
"1431132_x_at","TSR3 20S rRNA accumulation","Tsr3",6.69869435174664e-06,TRUE,1.62461559337824,TRUE
"1431140_at","thioesterase superfamily member 4","Them4",0.0301772642154132,TRUE,-1.0416205581331,TRUE
"1431145_a_at","CUE domain containing 2","Cuedc2",0.0184114875002908,TRUE,1.25371862265261,TRUE
"1431152_at","hyaluronan and proteoglycan link protein 3","Hapln3",0.000140940481165475,TRUE,-1.10541642019899,TRUE
"1431160_x_at","RIKEN cDNA 6030426L16 gene","6030426L16Rik",9.11822416004909e-07,TRUE,-1.50030060835244,TRUE
"1431170_at","ephrin A3","Efna3",0.000885244638190221,TRUE,1.43144110144682,TRUE
"1431172_at","origin recognition complex, subunit 4","Orc4",2.00024156020709e-08,TRUE,2.42987974229614,TRUE
"1431177_a_at","ribosomal protein L10A","Rpl10a",6.78776442347949e-09,TRUE,3.53020767589843,TRUE
"1431179_at","ectonucleoside triphosphate diphosphohydrolase 7","Entpd7",0.00660199618047076,TRUE,-1.60488898804989,TRUE
"1431189_a_at","fumarylacetoacetate hydrolase domain containing 2A","Fahd2a",5.16855140286063e-05,TRUE,1.97153149328145,TRUE
"1431197_at","atlastin GTPase 2","Atl2",0.00012036096540885,TRUE,2.45010280359007,TRUE
"1431198_x_at","RIKEN cDNA 9430038I01 gene","9430038I01Rik",1.65740774231094e-10,TRUE,-1.59151259633996,TRUE
"1431201_at","solute carrier family 25, member 27","Slc25a27",0.0114743708005318,TRUE,-1.93831177603857,TRUE
"1431212_a_at","tRNA methyltransferase 6","Trmt6",2.31345302044724e-06,TRUE,-1.21785427816654,TRUE
"1431228_s_at","RIKEN cDNA 4930526I15 gene","4930526I15Rik",4.18505529396176e-10,TRUE,2.70080426747604,TRUE
"1431240_at","C-type lectin domain family 2, member h","Clec2h",0.0030687923221246,TRUE,-2.1152736298249,TRUE
"1431251_at","leucine rich repeat containing 3","Lrrc3",2.47788657808291e-05,TRUE,-2.93378271070463,TRUE
"1431275_at","chromatin assembly factor 1, subunit B (p60)","Chaf1b",0.00616469172951922,TRUE,-1.10379595542151,TRUE
"1431281_at","protein phosphatase 1, regulatory subunit 27","Ppp1r27",0.0108778921498259,TRUE,-1.27520150460454,TRUE
"1431287_at","pericentriolar material 1","Pcm1",0.000307974963851445,TRUE,-1.0992506937078,TRUE
"1431290_at","RIKEN cDNA 4930588J15 gene","4930588J15Rik",0.00828374288804343,TRUE,-1.10068604082755,TRUE
"1431292_a_at","twinfilin, actin-binding protein, homolog 2 (Drosophila)","Twf2",2.39250229633627e-08,TRUE,1.88650561361111,TRUE
"1431293_a_at","claudin 25","Cldn25",3.61650062727483e-07,TRUE,-1.1894982238406,TRUE
"1431295_a_at","syntaxin 18","Stx18",9.03200225186422e-05,TRUE,2.85820090316408,TRUE
"1431307_at","family with sequence similarity 184, member A","Fam184a",0.000642704662795506,TRUE,-1.50264807535522,TRUE
"1431317_at","RIKEN cDNA 2410018L13 gene","2410018L13Rik",6.19371280771676e-05,TRUE,2.38363043095665,TRUE
"1431320_a_at","myosin VA","Myo5a",2.37805044486924e-09,TRUE,1.72566886676956,TRUE
"1431326_a_at","tropomodulin 2","Tmod2",0.00357932634288188,TRUE,-1.46527865065985,TRUE
"1431327_at","vacuolar protein sorting 13A (yeast)","Vps13a",2.43557916638942e-06,TRUE,-1.39207617283385,TRUE
"1431328_at","protein phosphatase 1, catalytic subunit, beta isoform","Ppp1cb",5.62205976932573e-07,TRUE,-1.17462406275653,TRUE
"1431352_s_at","plasmacytoma variant translocation 1","Pvt1",2.1599856110545e-06,TRUE,1.47683292144916,TRUE
"1431355_s_at","transient receptor potential cation channel, subfamily M, member 7","Trpm7",0.00547339718009121,TRUE,-1.13870962863359,TRUE
"1431358_at","PARP1 binding protein","Parpbp",1.29316981717773e-07,TRUE,2.36523205124735,TRUE
"1431378_at","nuclear receptor subfamily 3, group C, member 1","Nr3c1",0.0179833481442405,TRUE,-1.624948824357,TRUE
"1431385_a_at","membrane-bound transcription factor peptidase, site 1","Mbtps1",0.0119916197061206,TRUE,1.21854413541218,TRUE
"1431404_at","transmembrane protein 56","Tmem56",0.0173980325720133,TRUE,1.57875955288153,TRUE
"1431411_a_at","elongator acetyltransferase complex subunit 5","Elp5",1.04455784828332e-08,TRUE,1.43641345813768,TRUE
"1431415_a_at","TATA box binding protein-like 1","Tbpl1",1.39945915639929e-07,TRUE,-1.6375292239046,TRUE
"1431416_a_at","junction adhesion molecule 2","Jam2",1.83165407466552e-07,TRUE,4.22791548463674,TRUE
"1431422_a_at","dual specificity phosphatase 14","Dusp14",7.72353633279702e-07,TRUE,-1.60611652458666,TRUE
"1431423_a_at","mediator of RNA polymerase II transcription, subunit 8 homolog (yeast)","Med8",4.94375949338145e-07,TRUE,2.69249928741899,TRUE
"1431428_a_at","nitric oxide synthase interacting protein","Nosip",1.30681667801224e-06,TRUE,3.83260763466743,TRUE
"1431432_at","cofilin 2, muscle","Cfl2",0.000240686317030137,TRUE,-1.11463137120989,TRUE
"1431436_a_at","katanin p60 subunit A-like 2","Katnal2",2.35814193325225e-06,TRUE,2.1474405096773,TRUE
"1431446_at","RIKEN cDNA 0610009B14 gene","0610009B14Rik",0.0246733734141777,TRUE,-1.10825231491638,TRUE
"1431461_at","RIKEN cDNA 4933417E11 gene","4933417E11Rik",8.05974261670421e-06,TRUE,1.94662473927145,TRUE
"1431491_at","RIKEN cDNA 9430087N24 gene","9430087N24Rik",0.00451469255207449,TRUE,-1.15406836946272,TRUE
"1431492_at","lipase, family member N","Lipn",0.0171445874133427,TRUE,-1.0262193424686,TRUE
"1431504_at","RIKEN cDNA 2310061N02 gene","2310061N02Rik",0.0466042213582474,TRUE,-1.11284480150703,TRUE
"1431506_s_at","peptidyl prolyl isomerase H","Ppih",1.40042709841954e-09,TRUE,-1.17412127598508,TRUE
"1431510_s_at","COX assembly mitochondrial protein 1","Cmc1",9.58200097309875e-09,TRUE,1.82718225401709,TRUE
"1431528_at","RIKEN cDNA 5830427D02 gene","5830427D02Rik",6.11987281317123e-05,TRUE,1.01144179115784,TRUE
"1431530_a_at","tetraspanin 5","Tspan5",1.95442978133473e-09,TRUE,-1.32945252456309,TRUE
"1431547_at","RIKEN cDNA 4930435F18 gene","4930435F18Rik",0.0023740204305531,TRUE,1.06593193324697,TRUE
"1431549_at","","",5.3796913375151e-05,TRUE,-1.33976139490162,TRUE
"1431550_at","RIKEN cDNA 4930488B22 gene","4930488B22Rik",0.0184248951973279,TRUE,-1.60324444611287,TRUE
"1431591_s_at","ISG15 ubiquitin-like modifier///predicted gene 9706","Isg15///Gm9706",0.0129669390783671,TRUE,-1.0301000520895,TRUE
"1431599_at","RIKEN cDNA 2310069B03 gene","2310069B03Rik",0.00703857019698012,TRUE,1.49836993340452,TRUE
"1431602_a_at","UDP-glucose glycoprotein glucosyltransferase 2","Uggt2",1.621666616238e-06,TRUE,-1.1000140278205,TRUE
"1431606_a_at","angel homolog 2 (Drosophila)","Angel2",9.92110344364823e-06,TRUE,-1.4986826769668,TRUE
"1431618_a_at","progesterone immunomodulatory binding factor 1","Pibf1",1.07620508303148e-06,TRUE,-1.15677243284776,TRUE
"1431624_a_at","ring finger protein 219","Rnf219",0.000448596679560839,TRUE,2.13277743943332,TRUE
"1431631_at","RIKEN cDNA 2900057B20 gene","2900057B20Rik",3.63788725675169e-05,TRUE,1.88634016984743,TRUE
"1431639_at","RIKEN cDNA 4930468A15 gene","4930468A15Rik",1.35291123523934e-05,TRUE,4.64957501745317,TRUE
"1431648_at","meiosis specific with OB domains","Meiob",0.00505612873008959,TRUE,1.70076963712679,TRUE
"1431650_at","keratin associated protein 4-6","Krtap4-6",1.42269007304534e-06,TRUE,-1.02258864989843,TRUE
"1431654_at","RIKEN cDNA 1700112M01 gene","1700112M01Rik",6.56558989924797e-05,TRUE,-1.28821611259815,TRUE
"1431665_a_at","translocase of inner mitochondrial membrane 8B","Timm8b",0.000936381300930067,TRUE,-1.01771766921578,TRUE
"1431671_at","RIKEN cDNA 4930447A16 gene","4930447A16Rik",1.2313767628875e-07,TRUE,1.78325319564406,TRUE
"1431678_at","RIKEN cDNA 4930556N08 gene","4930556N08Rik",0.000321938646700739,TRUE,-1.00441194955172,TRUE
"1431686_a_at","glia maturation factor, beta","Gmfb",7.6481018675138e-05,TRUE,-1.08320057159283,TRUE
"1431689_at","RIKEN cDNA 5830400J07 gene","5830400J07Rik",0.0169066543359426,TRUE,-1.50867489466199,TRUE
"1431693_a_at","interleukin 17B","Il17b",0.00411843466500977,TRUE,2.8467910206124,TRUE
"1431695_at","rabphilin 3A-like (without C2 domains)","Rph3al",1.62735373875743e-07,TRUE,1.10057111167563,TRUE
"1431701_a_at","PDZ domain containing 1","Pdzk1",9.87232306330959e-09,TRUE,2.9505540742263,TRUE
"1431702_at","","",0.00176281886655953,TRUE,1.90792412844683,TRUE
"1431706_at","importin 5","Ipo5",0.04787116371004,TRUE,1.4209919513244,TRUE
"1431710_at","","",0.0114004379645646,TRUE,-1.21697299467828,TRUE
"1431723_at","RIKEN cDNA 1600022D10 gene","1600022D10Rik",0.0307470363400423,TRUE,-1.23587981119084,TRUE
"1431745_a_at","zinc finger CCCH type containing 14","Zc3h14",1.9679977126497e-08,TRUE,1.45001402986875,TRUE
"1431748_a_at","ring finger and FYVE like domain containing protein","Rffl",0.000175784835867912,TRUE,1.50905226996861,TRUE
"1431751_a_at","metallophosphoesterase domain containing 2","Mpped2",0.00110340814431079,TRUE,1.05393794608532,TRUE
"1431752_a_at","ubiquitin related modifier 1 homolog (S. cerevisiae)","Urm1",0.00553904706261345,TRUE,1.35087807596605,TRUE
"1431753_x_at","ubiquitin related modifier 1 homolog (S. cerevisiae)","Urm1",0.000588134570344844,TRUE,1.76790793431926,TRUE
"1431754_at","coiled-coil domain containing 173","Ccdc173",8.76442173832041e-08,TRUE,-1.3319696126201,TRUE
"1431760_a_at","serologically defined colon cancer antigen 3","Sdccag3",0.00204896170670905,TRUE,-1.37728368786834,TRUE
"1431768_a_at","protein arginine N-methyltransferase 3","Prmt3",8.52082584336911e-06,TRUE,-1.4314780857098,TRUE
"1431774_a_at","LYR motif containing 1","Lyrm1",1.24114998355017e-09,TRUE,2.42820735662641,TRUE
"1431776_at","transducer of ERBB2, 2","Tob2",1.88437170817417e-05,TRUE,1.12396209973437,TRUE
"1431780_at","cadherin-related family member 4","Cdhr4",0.0278592728183936,TRUE,-1.69740900247379,TRUE
"1431788_at","fatty acid binding protein 12","Fabp12",0.00380031378030443,TRUE,-1.00437210163872,TRUE
"1431789_s_at","transmembrane emp24 protein transport domain containing 5","Tmed5",0.00297347113965739,TRUE,-1.11147633010724,TRUE
"1431795_a_at","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B","Sema3b",0.00215118534993873,TRUE,2.27870251810191,TRUE
"1431796_at","RIKEN cDNA 2810430I11 gene","2810430I11Rik",0.00300454004742613,TRUE,-1.09032847554124,TRUE
"1431815_a_at","MMS19 (MET18 S. cerevisiae)","Mms19",1.00803638873768e-09,TRUE,1.31669868945952,TRUE
"1431819_at","","",0.000433304711109106,TRUE,1.44185629442745,TRUE
"1431838_at","RIKEN cDNA 1700128E19 gene","1700128E19Rik",9.090819619494e-05,TRUE,-1.05451525008441,TRUE
"1431843_a_at","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon","Nfkbie",2.8858884466519e-05,TRUE,1.58284437701399,TRUE
"1431846_at","RIKEN cDNA 4930546C10 gene","4930546C10Rik",0.000412262714009804,TRUE,-1.41696495608704,TRUE
"1431863_at","RIKEN cDNA 4931430N09 gene","4931430N09Rik",0.0413932207555791,TRUE,-1.4872066236321,TRUE
"1431865_a_at","zinc finger protein 819","Zfp819",0.0211923576284894,TRUE,-1.26475454164036,TRUE
"1431873_a_at","epsilon-tubulin 1","Tube1",6.6337337097524e-05,TRUE,-1.47046069423693,TRUE
"1431885_a_at","MUS81 endonuclease homolog (yeast)","Mus81",2.56688049593047e-07,TRUE,2.82794960325822,TRUE
"1431886_at","endoplasmic reticulum (ER) to nucleus signalling 1","Ern1",0.00200538866205549,TRUE,1.40139059513124,TRUE
"1431893_a_at","prenyl (solanesyl) diphosphate synthase, subunit 1","Pdss1",1.20963224362499e-05,TRUE,-1.01769628462131,TRUE
"1431894_at","inositol 1,4,5-triphosphate receptor interacting protein","Itprip",0.00728852693028814,TRUE,-1.60171496449033,TRUE
"1431906_at","RIKEN cDNA 2700068H02 gene","2700068H02Rik",0.00982832490949278,TRUE,-1.8073358842316,TRUE
"1431913_a_at","phosphodiesterase 3A, cGMP inhibited","Pde3a",0.000474059372837167,TRUE,-1.61356136343747,TRUE
"1431920_a_at","interleukin 34","Il34",7.14101187168819e-05,TRUE,1.44206694217192,TRUE
"1431921_a_at","stromal antigen 1","Stag1",1.72523882009353e-08,TRUE,-1.32035483342265,TRUE
"1431931_a_at","RAB, member of RAS oncogene family-like 2","Rabl2",3.63356855660166e-07,TRUE,-1.29389443552317,TRUE
"1431936_a_at","neuraminidase 2","Neu2",0.0193507666048398,TRUE,-1.10816532776942,TRUE
"1431938_a_at","phosphomannomutase 2","Pmm2",0.000172535059672309,TRUE,1.01693978927375,TRUE
"1431948_a_at","pantothenate kinase 2","Pank2",7.05288002480943e-11,TRUE,4.50688851949904,TRUE
"1431951_a_at","ubiquitin specific peptidase 16","Usp16",8.9180729818378e-08,TRUE,1.06771418853019,TRUE
"1431964_at","RIKEN cDNA 4921518J05 gene","4921518J05Rik",0.00268086455799174,TRUE,-1.85945784266614,TRUE
"1431979_at","RIKEN cDNA 4930444M15 gene","4930444M15Rik",0.00197928319943469,TRUE,2.09721734960758,TRUE
"1431980_a_at","arsenic (+3 oxidation state) methyltransferase","As3mt",1.04048497899777e-05,TRUE,1.79924873588844,TRUE
"1432000_a_at","death effector domain-containing","Dedd",1.85077736851993e-06,TRUE,3.21906266248136,TRUE
"1432003_a_at","ring finger protein 41","Rnf41",1.31467317006376e-07,TRUE,2.42738355346614,TRUE
"1432036_at","RIKEN cDNA 4933436H12 gene","4933436H12Rik",0.00096396865115318,TRUE,1.07474730044909,TRUE
"1432042_a_at","smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)","Smu1",0.000123492545022884,TRUE,-1.11260532107033,TRUE
"1432049_at","RIKEN cDNA 4930422I22 gene","4930422I22Rik",0.00666888402686068,TRUE,-1.65390974634191,TRUE
"1432052_at","exosome component 1","Exosc1",1.09185911725877e-05,TRUE,1.50142820641286,TRUE
"1432057_a_at","PR domain containing 5","Prdm5",0.000115332535267224,TRUE,-2.13940439073383,TRUE
"1432060_at","IQ motif containing with AAA domain","Iqca",0.00435102097200867,TRUE,-2.05195514682564,TRUE
"1432064_at","U box domain containing 5","Ubox5",0.000333593356502635,TRUE,-1.65756753716587,TRUE
"1432067_at","RIKEN cDNA 4930473O22 gene","4930473O22Rik",0.00554242059082495,TRUE,-1.77499593821794,TRUE
"1432073_at","prostaglandin E synthase 3 (cytosolic)-like///alanyl-tRNA synthetase domain containing 1","Ptges3l///Aarsd1",1.42666668870225e-05,TRUE,3.2048571847677,TRUE
"1432076_at","RIKEN cDNA 4933430H16 gene","4933430H16Rik",0.0205488857513668,TRUE,1.046118027176,TRUE
"1432080_s_at","K(lysine) acetyltransferase 8","Kat8",9.25281781875249e-07,TRUE,2.76738029930556,TRUE
"1432088_at","ventricular zone expressed PH domain-containing 1","Veph1",1.92415085541032e-05,TRUE,-1.04508190388191,TRUE
"1432091_a_at","small G protein signaling modulator 3","Sgsm3",9.22909026420019e-05,TRUE,3.88955471526763,TRUE
"1432106_at","RIKEN cDNA 6530403M18 gene","6530403M18Rik",0.0278484696043876,TRUE,1.39907556649259,TRUE
"1432107_at","single-pass membrane protein with coiled-coil domains 1","Smco1",0.0137790346639152,TRUE,-1.0088750654201,TRUE
"1432122_at","leucine-rich repeats and IQ motif containing 3","Lrriq3",1.27652645014625e-11,TRUE,1.56638743852377,TRUE
"1432144_a_at","ring finger and CHY zinc finger domain containing 1","Rchy1",3.8813964561458e-08,TRUE,-1.1829304136694,TRUE
"1432146_at","cation channel, sperm associated 3","Catsper3",1.38437695209417e-07,TRUE,2.39461351425159,TRUE
"1432156_a_at","ring finger protein 32","Rnf32",1.68924351035492e-07,TRUE,1.21911305694714,TRUE
"1432164_a_at","glycine cleavage system protein H (aminomethyl carrier)","Gcsh",6.40702240725744e-05,TRUE,1.14550888629989,TRUE
"1432172_at","RIKEN cDNA 4930533K18 gene","4930533K18Rik",0.00219045256681938,TRUE,-1.1693291460083,TRUE
"1432179_x_at","spindle and kinetochore associated complex subunit 1","Ska1",2.50662671305042e-06,TRUE,2.07061093105528,TRUE
"1432181_s_at","SCO cytochrome oxidase deficient homolog 2 (yeast)","Sco2",1.36707186802296e-07,TRUE,3.83911521639768,TRUE
"1432186_at","RIKEN cDNA 1700028J19 gene","1700028J19Rik",0.000129315307525656,TRUE,1.5381957484544,TRUE
"1432190_at","SRY-box containing gene 5","Sox5",0.0474713712573618,TRUE,-1.39949823039944,TRUE
"1432219_at","nucleolar protein 9","Nol9",0.0189134284880332,TRUE,-1.62023164263986,TRUE
"1432227_at","uncharacterized LOC100504708","LOC100504708",4.74442989454824e-09,TRUE,3.93224624541405,TRUE
"1432246_at","RIKEN cDNA 4922502N22 gene","4922502N22Rik",0.0170798279699102,TRUE,-1.19074822430664,TRUE
"1432249_a_at","excision repaiross-complementing rodent repair deficiency, complementation group 8","Ercc8",0.00357845457812458,TRUE,1.1085266991782,TRUE
"1432263_a_at","cytochrome c oxidase subunit VIIa polypeptide 2-like","Cox7a2l",4.05902607445104e-13,TRUE,2.62820462636564,TRUE
"1432264_x_at","cytochrome c oxidase subunit VIIa polypeptide 2-like","Cox7a2l",1.58202227749955e-08,TRUE,2.4949365742269,TRUE
"1432269_a_at","SH3-domain kinase binding protein 1","Sh3kbp1",1.6885285843429e-05,TRUE,-1.2861917167921,TRUE
"1432272_a_at","excision repair cross-complementing rodent repair deficiency, complementation group 4","Ercc4",0.00243458694019193,TRUE,-1.04371446757744,TRUE
"1432291_at","RIKEN cDNA 0610033M10 gene","0610033M10Rik",5.33436789998349e-11,TRUE,-1.35320041908192,TRUE
"1432304_a_at","RIKEN cDNA 9030624J02 gene","9030624J02Rik",0.0066048336135726,TRUE,1.0846274362093,TRUE
"1432332_a_at","nudix (nucleoside diphosphate linked moiety X)-type motif 19","Nudt19",4.19938992321061e-07,TRUE,3.0645313379373,TRUE
"1432352_at","cyclin Y","Ccny",0.000199695292444535,TRUE,-2.45928362803941,TRUE
"1432357_at","RIKEN cDNA 4930566D17 gene","4930566D17Rik",0.049015006455177,TRUE,-1.4869159021263,TRUE
"1432358_at","mucin 16","Muc16",5.77607663027938e-06,TRUE,1.95660574281219,TRUE
"1432360_a_at","transmembrane and tetratricopeptide repeat containing 4","Tmtc4",3.26023007629771e-07,TRUE,-1.29842009564804,TRUE
"1432367_a_at","ubiquitin fusion degradation 1 like","Ufd1l",1.93309748467156e-08,TRUE,2.99792406203841,TRUE
"1432372_a_at","sepiapterin reductase","Spr",0.0015945579812124,TRUE,1.1534111896941,TRUE
"1432380_s_at","gasdermin C-like 2///gasdermin C-like, pseudogene","Gsdmcl2///Gsdmcl-ps",0.0079760914041346,TRUE,-1.19224806793802,TRUE
"1432385_a_at","ATP/GTP binding protein 1","Agtpbp1",0.00288527428121821,TRUE,-1.83169556239957,TRUE
"1432388_at","RIKEN cDNA 5430440P10 gene","5430440P10Rik",0.00255785724134515,TRUE,1.01150550344112,TRUE
"1432393_a_at","tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)","Thg1l",3.89161294939395e-06,TRUE,1.0408573525313,TRUE
"1432394_a_at","apoptosis antagonizing transcription factor","Aatf",2.00752709245028e-06,TRUE,2.4956626613807,TRUE
"1432399_a_at","Eph receptor A1","Epha1",0.0153175558415014,TRUE,1.49876696472392,TRUE
"1432403_at","RIKEN cDNA 4933402C06 gene","4933402C06Rik",0.00106440473438607,TRUE,-1.22249622633463,TRUE
"1432419_a_at","MOB kinase activator 2","Mob2",2.02787860375269e-05,TRUE,1.65030184651928,TRUE
"1432435_s_at","family with sequence similarity 118, member B","Fam118b",3.12225850144934e-06,TRUE,2.04883630322612,TRUE
"1432439_at","zinc finger protein 715","Zfp715",7.60239039874037e-08,TRUE,1.88673324377173,TRUE
"1432444_a_at","E2F-associated phosphoprotein","Eapp",2.37692427389587e-07,TRUE,2.8017775665177,TRUE
"1432445_at","RIKEN cDNA 2310016G11 gene","2310016G11Rik",0.0395717714861802,TRUE,1.01923586767357,TRUE
"1432446_at","septin 14","Sept14",0.0318731200823068,TRUE,-1.21728507775549,TRUE
"1432447_a_at","MYST/Esa1-associated factor 6","Meaf6",9.28294360950718e-10,TRUE,1.8586360391662,TRUE
"1432449_at","RIKEN cDNA 4930564B18 gene","4930564B18Rik",0.0269019033601965,TRUE,-1.54635004083534,TRUE
"1432458_at","coiled-coil domain containing 172","Ccdc172",1.67178663493949e-05,TRUE,4.22541967195902,TRUE
"1432459_a_at","zinc finger and BTB domain containing 32","Zbtb32",2.02759019977836e-08,TRUE,1.35062453786575,TRUE
"1432464_a_at","calmodulin regulated spectrin-associated protein family, member 3","Camsap3",2.4052064636424e-16,TRUE,2.10316487347086,TRUE
"1432474_a_at","keratinocyte associated protein 3","Krtcap3",6.53309050923796e-08,TRUE,1.38736545762069,TRUE
"1432478_a_at","ring finger protein 19B","Rnf19b",0.00945876378264639,TRUE,-1.030580816165,TRUE
"1432492_a_at","3-hydroxyanthranilate 3,4-dioxygenase","Haao",0.000654692129088765,TRUE,-1.82630863619116,TRUE
"1432526_a_at","SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)","Snf8",2.14722311129688e-08,TRUE,3.89174646693755,TRUE
"1432533_a_at","solute carrier family 35 (UDP-galactose transporter), member A2","Slc35a2",8.63305912998123e-05,TRUE,1.82204762427881,TRUE
"1432539_a_at","nucleoporin 54","Nup54",0.00066868629127819,TRUE,-1.15743209821805,TRUE
"1432563_at","RIKEN cDNA 1700116B05 gene","1700116B05Rik",3.49782462189978e-07,TRUE,4.96320406344332,TRUE
"1432572_at","RIKEN cDNA 4931406H21 gene","4931406H21Rik",0.0465974789056714,TRUE,-1.0942313321385,TRUE
"1432581_at","RIKEN cDNA 3110054G05 gene","3110054G05Rik",1.26858040866169e-05,TRUE,2.30989642764554,TRUE
"1432607_at","RIKEN cDNA 2610012C04 gene","2610012C04Rik",0.000198655154171534,TRUE,-2.19049716231824,TRUE
"1432612_at","RIKEN cDNA 9030405F24 gene","9030405F24Rik",0.00491845220966184,TRUE,-1.12676720480949,TRUE
"1432630_at","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase","Tnks",8.8208756791299e-09,TRUE,-2.07217209507869,TRUE
"1432681_at","RIKEN cDNA 9130009M17 gene","9130009M17Rik",0.00114919539945916,TRUE,-2.38524528181617,TRUE
"1432689_at","RIKEN cDNA 4631422I05 gene","4631422I05Rik",0.000284192125132684,TRUE,-1.97593549247127,TRUE
"1432719_at","RIKEN cDNA 4833412K13 gene","4833412K13Rik",0.0197120514689755,TRUE,-1.35614592357929,TRUE
"1432737_at","small nucleolar RNA host gene 5","Snhg5",0.00318430698203117,TRUE,-1.0072813641755,TRUE
"1432770_at","RIKEN cDNA 0610040A22 gene","0610040A22Rik",1.09757561109189e-09,TRUE,1.72908179571652,TRUE
"1432784_at","RIKEN cDNA 4930556A17 gene","4930556A17Rik",0.00126966594356566,TRUE,-1.8669674809369,TRUE
"1432790_at","RIKEN cDNA 9030218A15 gene","9030218A15Rik",0.0320342164466921,TRUE,-1.08631912247197,TRUE
"1432792_at","predicted gene 17014","Gm17014",0.00676823497448297,TRUE,-1.15378004297081,TRUE
"1432816_s_at","RIKEN cDNA 4930413G21 gene","4930413G21Rik",6.27154318400924e-06,TRUE,-2.06249556379286,TRUE
"1432817_x_at","RIKEN cDNA 4930413G21 gene","4930413G21Rik",0.00107167254232675,TRUE,-1.57253434066103,TRUE
"1432827_x_at","ubiquitin C","Ubc",4.8636293076709e-09,TRUE,1.58725037806561,TRUE
"1432836_at","RIKEN cDNA 4833410I11 gene","4833410I11Rik",0.00266867866495231,TRUE,-1.63686571701863,TRUE
"1432842_s_at","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide","Ywhaq",1.04932225280065e-08,TRUE,2.31520221273106,TRUE
"1432853_at","RIKEN cDNA 2900057C01 gene","2900057C01Rik",0.000205026282683271,TRUE,-1.13284121870729,TRUE
"1432857_at","RIKEN cDNA 6430500D05 gene","6430500D05Rik",0.00381737787550337,TRUE,-1.80287217466532,TRUE
"1432863_a_at","NK2 transcription factor related, locus 4 (Drosophila)","Nkx2-4",1.97252102289267e-06,TRUE,-1.92470722582832,TRUE
"1432884_at","transmembrane protein 236","Tmem236",0.00604644954304529,TRUE,-1.23798587054305,TRUE
"1432885_at","RIKEN cDNA 4632432E15 gene","4632432E15Rik",0.00966065275807747,TRUE,2.01949811196969,TRUE
"1432888_at","RIKEN cDNA 4930455M05 gene","4930455M05Rik",0.000388730164074228,TRUE,-1.00836818116216,TRUE
"1432899_at","RIKEN cDNA 4833408G04 gene","4833408G04Rik",0.00770899395978837,TRUE,1.280594959782,TRUE
